race_id,driver_id,team_id,session_type,lap_time,lap_count,position
11,67,28,practice3,,2,10
11,87,28,practice3,,2,11
11,94,14,practice3,,1,12
11,12,2,practice3,,1,13
11,100,2,practice3,,2,14
11,79,14,practice3,,1,15
11,93,13,practice3,,2,16
11,83,22,practice3,,2,17
11,101,20,practice3,,2,18
11,75,20,practice3,,1,19
11,57,22,practice3,,2,20
12,102,3,practice1,+2.680s,31,18
12,60,1,practice3,1:16.170,16,1
12,83,22,practice3,+0.059s,17,2
12,6,1,practice3,+0.203s,16,3
12,57,22,practice3,+0.579s,17,4
12,79,14,practice3,+0.633s,11,5
12,94,14,practice3,+0.776s,14,6
12,93,13,practice3,+1.584s,17,7
12,70,13,practice3,+1.913s,18,8
12,67,28,practice3,+1.914s,19,9
12,104,16,practice3,+1.969s,22,10
12,87,28,practice3,+2.060s,17,11
12,105,16,practice3,+2.082s,19,12
12,106,3,practice3,+2.206s,19,13
12,12,2,practice3,+2.297s,15,14
12,101,20,practice3,+2.342s,20,15
12,107,11,practice3,+2.460s,17,16
12,100,2,practice3,+2.619s,14,17
12,89,3,practice3,+2.672s,18,18
12,75,20,practice3,+2.792s,18,19
12,103,11,practice3,+2.962s,20,20
13,108,2,practice1,+3.006s,26,18
13,60,1,practice3,1:42.661,13,1
13,6,1,practice3,+0.063s,15,2
13,57,22,practice3,+0.137s,10,3
13,83,22,practice3,+0.803s,13,4
13,94,14,practice3,+1.387s,10,5
13,79,14,practice3,+1.818s,13,6
13,106,3,practice3,+2.302s,12,7
13,75,20,practice3,+2.680s,10,8
13,70,13,practice3,+2.803s,17,9
13,101,20,practice3,+2.824s,13,10
13,89,3,practice3,+2.875s,11,11
13,67,28,practice3,+3.153s,12,12
13,93,13,practice3,+3.264s,13,13
13,87,28,practice3,+3.426s,12,14
13,104,16,practice3,+3.521s,16,15
13,105,16,practice3,+3.598s,17,16
13,103,11,practice3,+3.841s,10,17
13,107,11,practice3,+3.969s,11,18
13,12,2,practice3,+4.281s,16,19
13,100,2,practice3,+4.400s,14,20
14,108,2,practice1,+4.282s,9,20
14,60,1,practice3,1:20.509,18,1
14,57,22,practice3,+0.081s,14,2
14,6,1,practice3,+0.173s,16,3
14,83,22,practice3,+0.603s,18,4
14,94,14,practice3,+0.879s,15,5
14,87,28,practice3,+1.502s,15,6
14,101,20,practice3,+1.546s,16,7
14,79,14,practice3,+1.801s,15,8
14,106,3,practice3,+1.804s,17,9
14,67,28,practice3,+1.848s,16,10
14,75,20,practice3,+1.977s,13,11
14,104,16,practice3,+2.122s,20,12
14,93,13,practice3,+2.228s,15,13
14,107,11,practice3,+2.269s,20,14
14,103,11,practice3,+2.351s,19,15
14,89,3,practice3,+2.373s,25,16
14,12,2,practice3,+2.383s,23,17
14,100,2,practice3,+2.478s,16,18
14,70,13,practice3,+2.640s,10,19
14,105,16,practice3,+2.655s,19,20
15,60,1,practice3,1:38.054,19,1
15,6,1,practice3,+0.362s,16,2
15,57,22,practice3,+0.504s,14,3
15,83,22,practice3,+0.549s,17,4
15,79,14,practice3,+1.132s,14,5
15,94,14,practice3,+1.211s,10,6
15,67,28,practice3,+1.693s,14,7
15,101,20,practice3,+2.019s,14,8
15,75,20,practice3,+2.177s,14,9
15,12,2,practice3,+2.200s,10,10
15,70,13,practice3,+2.396s,17,11
15,87,28,practice3,+2.505s,13,12
15,93,13,practice3,+2.537s,14,13
15,104,16,practice3,+2.632s,16,14
15,100,2,practice3,+2.744s,15,15
15,106,3,practice3,+2.861s,20,16
15,105,16,practice3,+3.508s,18,17
15,107,11,practice3,+3.830s,19,18
15,89,3,practice3,+3.899s,18,19
15,103,11,practice3,+4.166s,18,20
16,102,3,practice1,+2.224s,22,10
16,108,2,practice1,+2.534s,25,13
16,128,13,practice1,+2.695s,22,15
16,111,20,practice1,+2.718s,24,17
16,57,22,practice3,1:33.067,13,1
16,83,22,practice3,+0.254s,16,2
16,60,1,practice3,+0.600s,14,3
16,6,1,practice3,+0.621s,11,4
16,94,14,practice3,+0.870s,11,5
16,79,14,practice3,+1.327s,14,6
16,106,3,practice3,+1.561s,15,7
16,101,20,practice3,+1.742s,16,8
16,87,28,practice3,+1.753s,15,9
16,75,20,practice3,+1.849s,14,10
16,93,13,practice3,+1.921s,13,11
16,104,16,practice3,+2.058s,21,12
16,67,28,practice3,+2.118s,18,13
16,70,13,practice3,+2.146s,12,14
16,89,3,practice3,+2.303s,16,15
16,105,16,practice3,+2.966s,22,16
16,107,11,practice3,+3.004s,16,17
16,103,11,practice3,+3.207s,20,18
16,100,2,practice3,+3.530s,14,19
16,12,2,practice3,+3.925s,21,20
17,108,2,practice1,+3.992s,30,20
17,57,22,practice3,1:29.599,13,1
17,60,1,practice3,+0.116s,14,2
17,6,1,practice3,+0.455s,13,3
17,94,14,practice3,+0.705s,13,4
17,83,22,practice3,+0.823s,13,5
17,79,14,practice3,+0.875s,10,6
17,101,20,practice3,+1.489s,12,7
17,75,20,practice3,+1.884s,12,8
17,93,13,practice3,+1.914s,14,9
17,87,28,practice3,+1.922s,13,10
17,67,28,practice3,+2.037s,14,11
17,106,3,practice3,+2.161s,14,12
17,105,16,practice3,+2.431s,13,13
17,103,11,practice3,+2.602s,14,14
17,70,13,practice3,+2.625s,12,15
17,89,3,practice3,+2.843s,10,16
17,12,2,practice3,+3.009s,14,17
17,107,11,practice3,+3.032s,14,18
17,100,2,practice3,+3.435s,13,19
17,104,16,practice3,+3.506s,10,20
18,108,2,practice1,+3.730s,9,12
18,129,16,practice1,+5.123s,21,20
18,60,1,practice3,1:33.797,20,1
18,6,1,practice3,+0.046s,21,2
18,57,22,practice3,+0.073s,23,3
18,83,22,practice3,+0.759s,21,4
18,94,14,practice3,+0.906s,21,5
18,79,14,practice3,+1.113s,20,6
18,106,3,practice3,+1.568s,21,7
18,75,20,practice3,+1.614s,21,8
18,93,13,practice3,+1.653s,21,9
18,67,28,practice3,+1.671s,19,10
18,101,20,practice3,+1.765s,22,11
18,104,16,practice3,+1.916s,27,12
18,87,28,practice3,+1.973s,19,13
18,70,13,practice3,+2.085s,19,14
18,89,3,practice3,+2.203s,21,15
18,103,11,practice3,+2.391s,21,16
18,107,11,practice3,+2.396s,20,17
18,100,2,practice3,+2.505s,23,18
18,105,16,practice3,+2.533s,26,19
18,12,2,practice3,+2.535s,20,20
19,111,20,practice1,+2.422s,23,10
19,102,3,practice1,+2.478s,25,12
19,108,2,practice1,+2.990s,23,15
19,94,14,practice3,1:16.284,9,1
19,57,22,practice3,+0.254s,9,2
19,60,1,practice3,+0.282s,11,3
19,79,14,practice3,+0.744s,7,4
19,6,1,practice3,+0.761s,16,5
19,106,3,practice3,+0.775s,13,6
19,93,13,practice3,+1.052s,11,7
19,104,16,practice3,+1.241s,16,8
19,89,3,practice3,+1.281s,14,9
19,70,13,practice3,+1.339s,10,10
19,101,20,practice3,+1.447s,10,11
19,75,20,practice3,+1.535s,10,12
19,67,28,practice3,+1.861s,10,13
19,100,2,practice3,+2.161s,15,14
19,12,2,practice3,+2.264s,11,15
19,105,16,practice3,+2.353s,10,16
19,107,11,practice3,+2.385s,9,17
19,103,11,practice3,+2.414s,8,18
19,83,22,practice3,+2.555s,5,19
19,87,28,practice3,,1,20
20,102,3,practice1,+1.674s,29,13
20,108,2,practice1,+2.002s,28,16
20,111,20,practice1,+2.482s,34,20
20,60,1,practice3,1:07.948,17,1
20,57,22,practice3,+0.217s,15,2
20,83,22,practice3,+0.517s,23,3
20,6,1,practice3,+0.542s,17,4
20,94,14,practice3,+0.785s,12,5
20,79,14,practice3,+0.840s,12,6
20,87,28,practice3,+1.198s,14,7
20,67,28,practice3,+1.309s,16,8
20,104,16,practice3,+1.454s,22,9
20,106,3,practice3,+1.500s,21,10
20,70,13,practice3,+1.513s,19,11
20,101,20,practice3,+1.640s,18,12
20,89,3,practice3,+1.860s,23,13
20,93,13,practice3,+1.916s,17,14
20,107,11,practice3,+1.937s,14,15
20,105,16,practice3,+2.037s,18,16
20,103,11,practice3,+2.053s,17,17
20,12,2,practice3,+2.072s,15,18
20,75,20,practice3,+2.168s,18,19
20,100,2,practice3,+2.341s,16,20
21,102,3,practice1,+3.171s,24,16
21,56,11,practice1,+4.501s,26,20
21,57,22,practice3,1:37.176,17,1
21,6,1,practice3,+0.288s,18,2
21,60,1,practice3,+0.411s,15,3
21,94,14,practice3,+0.571s,15,4
21,83,22,practice3,+0.757s,16,5
21,79,14,practice3,+0.914s,11,6
21,67,28,practice3,+1.128s,13,7
21,70,13,practice3,+1.674s,15,8
21,93,13,practice3,+1.794s,16,9
21,101,20,practice3,+1.835s,7,10
21,75,20,practice3,+1.877s,15,11
21,105,16,practice3,+1.898s,18,12
21,106,3,practice3,+2.106s,10,13
21,87,28,practice3,+2.436s,13,14
21,104,16,practice3,+2.564s,12,15
21,12,2,practice3,+2.798s,13,16
21,89,3,practice3,+2.821s,20,17
21,103,11,practice3,+2.941s,18,18
21,100,2,practice3,+3.057s,14,19
21,107,11,practice3,+4.006s,22,20
22,57,22,practice3,1:22.292,12,1
22,60,1,practice3,+0.264s,12,2
22,106,1,practice3,+0.457s,12,3
22,67,28,practice3,+0.820s,17,4
22,87,28,practice3,+1.042s,15,5
22,104,14,practice3,+1.075s,17,6
22,83,22,practice3,+1.130s,17,7
22,88,16,practice3,+1.150s,16,8
22,94,14,practice3,+1.189s,19,9
22,79,13,practice3,+1.403s,14,10
22,70,13,practice3,+1.445s,15,11
22,102,30,practice3,+1.539s,16,12
22,93,2,practice3,+1.757s,21,13
22,75,31,practice3,+1.790s,18,14
22,109,16,practice3,+2.036s,15,15
22,103,31,practice3,+2.053s,16,16
22,6,30,practice3,+2.110s,18,17
22,108,2,practice3,+2.276s,16,18
22,110,11,practice3,+3.652s,14,19
22,56,11,practice3,+4.297s,16,20
23,106,1,practice3,1:29.569,15,1
23,60,1,practice3,+0.169s,16,2
23,57,22,practice3,+0.765s,10,3
23,83,22,practice3,+0.820s,12,4
23,67,28,practice3,+1.249s,14,5
23,70,13,practice3,+1.341s,12,6
23,108,2,practice3,+1.386s,15,7
23,94,14,practice3,+1.390s,10,8
23,93,2,practice3,+1.396s,14,9
23,88,16,practice3,+1.604s,17,10
23,6,30,practice3,+1.764s,21,11
23,104,14,practice3,+1.823s,13,12
23,87,28,practice3,+1.971s,13,13
23,103,31,practice3,+2.049s,16,14
23,75,31,practice3,+2.069s,9,15
23,79,13,practice3,+2.074s,11,16
23,109,16,practice3,+2.110s,17,17
23,102,30,practice3,+2.563s,21,18
23,110,11,practice3,+3.818s,14,19
23,56,11,practice3,+3.956s,13,20
24,83,22,practice3,1:32.830,11,1
24,60,1,practice3,+0.392s,12,2
24,106,1,practice3,+0.418s,10,3
24,57,22,practice3,+0.859s,10,4
24,70,13,practice3,+1.144s,11,5
24,6,30,practice3,+1.416s,14,6
24,94,14,practice3,+1.617s,5,7
24,93,2,practice3,+1.680s,9,8
24,109,16,practice3,+1.770s,11,9
24,88,16,practice3,+1.953s,10,10
24,108,2,practice3,+2.108s,11,11
24,75,31,practice3,+2.248s,9,12
24,79,13,practice3,+2.312s,11,13
24,103,31,practice3,+2.393s,10,14
24,104,14,practice3,+2.496s,8,15
24,102,30,practice3,+2.896s,12,16
24,67,28,practice3,+2.941s,14,17
24,87,28,practice3,+3.168s,15,18
24,110,11,practice3,+3.294s,10,19
24,56,11,practice3,+3.346s,11,20
25,106,1,practice3,1:41.604,14,1
25,60,1,practice3,+0.198s,14,2
25,94,14,practice3,+1.248s,16,3
25,83,22,practice3,+1.460s,19,4
25,57,22,practice3,+1.572s,17,5
25,88,16,practice3,+1.619s,18,6
25,87,28,practice3,+1.690s,19,7
25,109,16,practice3,+1.696s,19,8
25,75,31,practice3,+1.826s,15,9
25,6,30,practice3,+1.933s,19,10
25,79,13,practice3,+1.957s,20,11
25,102,30,practice3,+2.033s,20,12
25,108,2,practice3,+2.320s,20,13
25,93,2,practice3,+2.374s,19,14
25,103,31,practice3,+2.435s,16,15
25,70,13,practice3,+2.439s,19,16
25,67,28,practice3,+2.770s,16,17
25,56,11,practice3,+4.396s,19,18
25,110,11,practice3,+4.686s,20,19
25,104,14,practice3,+6.232s,22,20
26,57,22,practice3,1:16.568,14,1
26,106,1,practice3,+0.531s,16,2
26,83,22,practice3,+0.555s,9,3
26,60,1,practice3,+0.604s,15,4
26,67,28,practice3,+0.624s,15,5
26,87,28,practice3,+0.962s,15,6
26,94,14,practice3,+0.990s,12,7
26,109,16,practice3,+1.296s,16,8
26,6,30,practice3,+1.401s,17,9
26,93,2,practice3,+1.435s,17,10
26,88,16,practice3,+1.537s,17,11
26,70,13,practice3,+1.782s,17,12
26,75,31,practice3,+2.088s,12,13
26,104,14,practice3,+2.125s,12,14
26,103,31,practice3,+2.166s,16,15
26,102,30,practice3,+2.172s,14,16
26,79,13,practice3,+2.406s,14,17
26,108,2,practice3,+2.439s,14,18
26,110,11,practice3,+2.853s,16,19
26,56,11,practice3,+4.002s,18,20
27,106,1,practice3,1:11.265,26,1
27,83,22,practice3,+0.053s,27,2
27,57,22,practice3,+0.213s,27,3
27,94,14,practice3,+0.274s,24,4
27,104,14,practice3,+0.473s,27,5
27,102,30,practice3,+0.905s,23,6
27,88,16,practice3,+0.929s,27,7
27,87,28,practice3,+1.005s,25,8
27,6,30,practice3,+1.043s,27,9
27,109,16,practice3,+1.073s,32,10
27,70,13,practice3,+1.224s,26,11
27,79,13,practice3,+1.254s,26,12
27,67,28,practice3,+1.301s,27,13
27,60,1,practice3,+1.318s,7,14
27,93,2,practice3,+1.597s,29,15
27,108,2,practice3,+1.649s,26,16
27,75,31,practice3,+1.967s,23,17
27,103,31,practice3,+2.357s,21,18
27,56,11,practice3,+2.821s,27,19
27,110,11,practice3,+3.040s,27,20
28,111,11,practice1,+3.432s,33,20
28,60,1,practice3,1:10.843,19,1
28,106,1,practice3,+0.139s,17,2
28,57,22,practice3,+0.393s,20,3
28,83,22,practice3,+0.688s,19,4
28,94,14,practice3,+0.999s,15,5
28,104,14,practice3,+1.071s,19,6
28,79,13,practice3,+1.202s,16,7
28,108,2,practice3,+1.311s,17,8
28,75,31,practice3,+1.332s,17,9
28,88,16,practice3,+1.455s,23,10
28,70,13,practice3,+1.462s,17,11
28,87,28,practice3,+1.494s,17,12
28,93,2,practice3,+1.556s,21,13
28,109,16,practice3,+1.580s,20,14
28,102,30,practice3,+1.784s,24,15
28,6,30,practice3,+1.865s,19,16
28,67,28,practice3,+2.354s,11,17
28,110,11,practice3,+3.123s,17,18
28,56,11,practice3,+3.583s,24,19
28,103,31,practice3,,1,20
29,111,11,practice1,+4.409s,25,18
29,83,22,practice3,1:30.159,18,1
29,57,22,practice3,+0.041s,15,2
29,106,1,practice3,+0.446s,15,3
29,60,1,practice3,+0.474s,13,4
29,94,14,practice3,+1.379s,11,5
29,104,14,practice3,+1.440s,14,6
29,108,2,practice3,+1.495s,14,7
29,79,13,practice3,+1.643s,12,8
29,93,2,practice3,+1.728s,14,9
29,6,30,practice3,+1.784s,16,10
29,70,13,practice3,+1.864s,15,11
29,102,30,practice3,+2.012s,15,12
29,109,16,practice3,+2.019s,16,13
29,67,28,practice3,+2.226s,15,14
29,87,28,practice3,+2.241s,13,15
29,75,31,practice3,+2.332s,15,16
29,88,16,practice3,+2.381s,22,17
29,103,31,practice3,+2.519s,14,18
29,56,11,practice3,+3.743s,21,19
29,110,11,practice3,+9.828s,4,20
30,106,1,practice3,1:03.987,18,1
30,57,22,practice3,+0.143s,21,2
30,83,22,practice3,+0.234s,23,3
30,60,1,practice3,+0.263s,20,4
30,94,14,practice3,+0.459s,18,5
30,108,2,practice3,+0.999s,19,6
30,104,14,practice3,+1.165s,15,7
30,93,2,practice3,+1.232s,22,8
30,102,30,practice3,+1.349s,17,9
30,88,16,practice3,+1.404s,25,10
30,109,16,practice3,+1.494s,29,11
30,70,13,practice3,+1.527s,21,12
30,6,30,practice3,+1.527s,21,13
30,75,31,practice3,+1.536s,18,14
30,67,28,practice3,+1.633s,20,15
30,103,31,practice3,+1.663s,17,16
30,79,13,practice3,+1.891s,19,17
30,87,28,practice3,+2.030s,11,18
30,110,11,practice3,+2.689s,23,19
30,56,11,practice3,+3.497s,23,20
31,106,1,practice3,1:25.905,17,1
31,60,1,practice3,+0.026s,16,2
31,57,22,practice3,+0.049s,21,3
31,104,14,practice3,+0.213s,15,4
31,94,14,practice3,+0.535s,14,5
31,83,22,practice3,+0.551s,20,6
31,108,2,practice3,+0.784s,15,7
31,70,13,practice3,+1.040s,16,8
31,79,13,practice3,+1.060s,15,9
31,109,16,practice3,+1.071s,17,10
31,102,30,practice3,+1.131s,16,11
31,93,2,practice3,+1.201s,15,12
31,88,16,practice3,+1.203s,18,13
31,67,28,practice3,+1.205s,16,14
31,87,28,practice3,+1.370s,16,15
31,6,30,practice3,+1.519s,15,16
31,103,31,practice3,+1.639s,14,17
31,75,31,practice3,+1.693s,12,18
31,110,11,practice3,+3.160s,22,19
31,56,11,practice3,+3.545s,19,20
32,106,1,practice3,1:12.380,18,1
32,94,14,practice3,+0.168s,12,2
32,60,1,practice3,+0.264s,18,3
32,83,22,practice3,+0.510s,24,4
32,87,28,practice3,+0.513s,13,5
32,57,22,practice3,+0.585s,22,6
32,93,2,practice3,+0.920s,18,7
32,104,14,practice3,+0.944s,17,8
32,6,30,practice3,+0.971s,18,9
32,67,28,practice3,+0.998s,15,10
32,75,31,practice3,+1.096s,15,11
32,70,13,practice3,+1.116s,19,12
32,109,16,practice3,+1.174s,24,13
32,108,2,practice3,+1.176s,15,14
32,102,30,practice3,+1.291s,16,15
32,103,31,practice3,+1.292s,15,16
32,88,16,practice3,+1.387s,21,17
32,79,13,practice3,+1.436s,20,18
32,56,11,practice3,+3.160s,20,19
32,110,11,practice3,+3.444s,11,20
33,57,22,practice3,1:16.084,21,1
33,94,14,practice3,+0.013s,16,2
33,60,1,practice3,+0.082s,18,3
33,83,22,practice3,+0.271s,19,4
33,106,1,practice3,+0.308s,18,5
33,104,14,practice3,+0.600s,19,6
33,108,2,practice3,+0.690s,20,7
33,6,30,practice3,+1.132s,22,8
33,93,2,practice3,+1.133s,23,9
33,87,28,practice3,+1.146s,17,10
33,67,28,practice3,+1.209s,21,11
33,88,16,practice3,+1.348s,21,12
33,70,13,practice3,+1.583s,19,13
33,75,31,practice3,+1.586s,17,14
33,102,30,practice3,+1.845s,22,15
33,79,13,practice3,+1.878s,19,16
33,109,16,practice3,+1.940s,19,17
33,110,11,practice3,+1.988s,23,18
33,103,31,practice3,+2.450s,20,19
33,56,11,practice3,+2.625s,26,20
34,111,11,practice1,+4.210s,24,19
34,106,1,practice3,1:44.206,9,1
34,60,1,practice3,+0.451s,12,2
34,83,22,practice3,+0.497s,11,3
34,79,13,practice3,+0.768s,10,4
34,94,14,practice3,+1.106s,11,5
34,75,31,practice3,+1.315s,12,6
34,57,22,practice3,+1.360s,4,7
34,6,30,practice3,+1.453s,13,8
34,102,30,practice3,+1.482s,13,9
34,104,16,practice3,+1.546s,15,10
34,67,28,practice3,+1.600s,15,11
34,70,13,practice3,+1.649s,11,12
34,87,28,practice3,+1.798s,15,13
34,93,2,practice3,+1.811s,14,14
